time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-16 05:05:49,Wichita,26539,39.76,-98.5,bK61T03D5hGvENYN+RcZ4Q,US says aid package to Philippines withheld over rights concerns,2016-12-16 05:05:49,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-16 05:05:57,Wichita,26582,39.76,-98.5,6DA1VE3D5hG2jgvRy13KCQ,"US army opens storage depot for 1,600 tanks in Limburg",2016-12-16 05:05:57,Geopolitical,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-16 05:05:58,Wichita,26593,38.50029,-98.50063,DlPxVE3D5hGZOdYN+RcZ4Q,New gun charges filed in Somali bomb plot case in Kansas,2016-12-16 05:05:58,Physical Threats,moderate,"(38.50029, -98.500630000000001)",4.0,Wichita,1.0
2016-12-16 06:04:48,Hamhŭng,26590,40.0,127.0,WnT9jFXD5hGXYQvRy13KCQ,North Korea calls time on 200-day mass mobilisation,2016-12-16 06:04:48,Geopolitical,moderate,"(40.0, 127.0)",4.0,Hamhŭng,1.0
2016-12-16 06:04:50,Hamhŭng,26768,40.0,127.0,nrY+jlXD5hGwXNUN+RcZ4Q,North Korea calls time on 200-day mass mobilisation,2016-12-16 06:04:50,Geopolitical,moderate,"(40.0, 127.0)",4.0,Hamhŭng,1.0
2016-12-16 06:05:03,"Washington, D.C.",26095,36.83543,-76.29827,hrIWllXD5hGfrNUN+RcZ4Q,Portsmouth Police investigate overnight shooting,2016-12-16 06:05:03,Physical Threats,moderate,"(36.835430000000002, -76.298270000000002)",4.0,"Washington, D.C.",1.0
2016-12-16 06:05:13,Hamhŭng,26788,40.0,127.0,CkGQm1XD5hGCngvRy13KCQ,Canadian officials meet detained Canadian in North Korea,2016-12-16 06:05:13,Geopolitical,moderate,"(40.0, 127.0)",4.0,Hamhŭng,1.0
2016-12-16 06:05:35,"Washington, D.C.",26812,39.07955,-77.07303,YEz0qFXD5hG5vg3Ry13KCQ,"Woman, man shot in car in Aspen Hill",2016-12-16 06:05:35,Physical Threats,moderate,"(39.079549999999998, -77.073030000000003)",4.0,"Washington, D.C.",1.0
2016-12-16 06:05:36,Hamhŭng,26765,40.0,127.0,oniyqVXD5hGqEuIN+RcZ4Q,Canadian officials meet detained Canadian in North Korea,2016-12-16 06:05:36,Geopolitical,moderate,"(40.0, 127.0)",4.0,Hamhŭng,1.0
2016-12-16 06:06:02,Yazd,26796,32.0,53.0,iq63uFXD5hGxqwvRy13KCQ,Russia says loss of Iran nuclear deal would be unforgivable: Interfax,2016-12-16 06:06:02,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 06:06:05,Yazd,26820,32.0,53.0,QLnbulXD5hG_cA3Ry13KCQ,Iran to chair Islamic finance body IFSB in 2017,2016-12-16 06:06:05,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 06:06:12,London,26822,51.5,-0.45,mDP7vlXD5hGp2Q3Ry13KCQ,London boroughs slammed for 'wasting money on Heathrow third runway opposition while cutting services',2016-12-16 06:06:12,Other,moderate,"(51.5, -0.45000000000000001)",4.0,London,1.0
2016-12-16 06:06:14,London,26839,51.50853,-0.12574000000000002,vJRMwFXD5hGIQtUN+RcZ4Q,Be At One to woo health-conscious customers with kale and spinach cocktails,2016-12-16 06:06:14,Physical Threats,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 06:07:21,Ḩamāh,26873,35.0,38.0,tEUI6FXD5hGPfOIN+RcZ4Q,Operation to Evacuate 200 Wounded Underway in Eastern Aleppo – Red Cross Syria,2016-12-16 06:07:21,Crime,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-16 06:07:32,Ḩamāh,26877,35.0,38.0,1iGL7lXD5hGsg+IN+RcZ4Q,Aleppo evacuation set to begin after new ceasefire deal,2016-12-16 06:07:32,Other,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-16 06:08:08,Yazd,26908,32.0,53.0,4HpdBFbD5hGkdNUN+RcZ4Q,Russia: Loss of Iranian nuclear deal would be 'unforgivable',2016-12-16 06:08:08,Other,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 06:08:50,London,26833,51.50853,-0.12574000000000002,2iMQHVbD5hGO7A3Ry13KCQ,Delta Assembly loses female member Omawumi Udoh,2016-12-16 06:08:50,Other,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 06:08:54,London,26835,51.50853,-0.12574000000000002,dmRPH1bD5hG4tA3Ry13KCQ,Jason Atherton to launch Italian restaurant Hai Cenato in Victoria,2016-12-16 06:08:54,Infrastructure,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 07:05:38,Preston,27057,54.75844,-2.6953099999999997,jotwDF7D5hGazAnRy13KCQ,Babies made from three people approved in UK,2016-12-16 07:05:38,Public Health,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 07:05:39,Preston,27060,54.75844,-2.6953099999999997,gJgqDV7D5hG11dMN+RcZ4Q,Go ahead for 'three-parent baby' treatment,2016-12-16 07:05:39,Other,medium,"(54.75844, -2.6953099999999997)",9.0,Preston,1.0
2016-12-16 07:05:52,Halifax,27066,46.00014,-60.31516,1MKzFF7D5hG6OwnRy13KCQ,Cape Breton police order 250 naloxone kits amid fentanyl crisis,2016-12-16 07:05:52,Crime,moderate,"(46.000140000000002, -60.315159999999999)",4.0,Halifax,1.0
2016-12-16 07:06:00,Lagos,27109,6.45407,3.3946699999999996,NOfeGV7D5hGK_9MN+RcZ4Q,Buhari Commissions Naval Ships In Lagos,2016-12-16 07:06:00,Other,moderate,"(6.4540699999999998, 3.3946699999999996)",4.0,Lagos,1.0
2016-12-16 07:06:05,Krasnoyarsk,27110,60.0,100.0,DkvGHF7D5hGK_9MN+RcZ4Q,NATO-Russia Trust at Minimum Level Since End of Cold War – General Staff Chief,2016-12-16 07:06:05,Other,low,"(60.0, 100.0)",1.0,Krasnoyarsk,1.0
2016-12-16 07:06:36,Krasnoyarsk,27029,60.0,100.0,rLvmLl7D5hGekAvRy13KCQ,Russian Missile Forces Can Accomplish Any Tasks Due to Systems' Capabilities,2016-12-16 07:06:36,Infrastructure,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-16 07:06:47,Krasnoyarsk,27164,60.0,100.0,DFJONV7D5hGtXQvRy13KCQ,Iran sanctions extension act to become law without Obama's signature: White House,2016-12-16 07:06:47,Geopolitical,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-16 07:07:32,Krasnoyarsk,27200,60.0,100.0,BBJxUF7D5hG5aQvRy13KCQ,"Over 2,000 Militants From Russia, CIS States Eliminated in Syria in 2016",2016-12-16 07:07:32,Geopolitical,medium,"(60.0, 100.0)",9.0,Krasnoyarsk,1.0
2016-12-16 07:08:50,Brussels,26952,50.838570000000004,4.37599,pnwmf17D5hGMk9UN+RcZ4Q,[Ticker] EU hails Niger as 'model' of migration control,2016-12-16 07:08:50,Geopolitical,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 08:04:21,Tianshui,27423,35.0,105.0,hKCNQGbD5hGQetUN+RcZ4Q,China Appears to Confirm It Has Militarized Disputed Spratly Islands,2016-12-16 08:04:21,Geopolitical,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 08:05:00,Amman,27380,31.0,36.0,pAGMV2bD5hGEeQzRy13KCQ,Syrian girls flee war only to become mothers in Jordan camp,2016-12-16 08:05:00,Geopolitical,medium,"(31.0, 36.0)",9.0,Amman,1.0
2016-12-16 08:05:09,Preston,27456,54.75844,-2.6953099999999997,eFI+XWbD5hGOquEN+RcZ4Q,European Parliament Warns U.K. Could be Heading for 'Hardest Of Brexits',2016-12-16 08:05:09,Geopolitical,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 08:05:23,Tianshui,27461,35.0,105.0,uHQVZWbD5hGqXuEN+RcZ4Q,China defends its right to 'ready slingshot' in South China Sea,2016-12-16 08:05:23,Geopolitical,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 08:06:04,Preston,27501,54.75844,-2.6953099999999997,1iL5fWbD5hGPktUN+RcZ4Q,Turkey joins international anti-Daesh meeting in UK,2016-12-16 08:06:04,Other,medium,"(54.75844, -2.6953099999999997)",9.0,Preston,1.0
2016-12-16 08:06:06,Preston,27480,54.75844,-2.6953099999999997,9JSufmbD5hGMhQ3Ry13KCQ,Turkey joins international anti-Daesh meeting in UK,2016-12-16 08:06:06,Other,medium,"(54.75844, -2.6953099999999997)",9.0,Preston,1.0
2016-12-16 08:06:07,Preston,27502,54.75844,-2.6953099999999997,BMpof2bD5hGsL9UN+RcZ4Q,Turkey joins international anti-Daesh meeting in UK,2016-12-16 08:06:07,Other,medium,"(54.75844, -2.6953099999999997)",9.0,Preston,1.0
2016-12-16 08:06:11,Preston,27482,54.75844,-2.6953099999999997,iuQzgmbD5hGMhQ3Ry13KCQ,Babies made from three people approved in UK,2016-12-16 08:06:11,Public Health,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 08:06:13,Preston,27504,54.75844,-2.6953099999999997,8OnqgmbD5hG00NUN+RcZ4Q,UK first country to legally offer 'three-parent' gene therapy,2016-12-16 08:06:13,Other,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 08:08:26,Preston,27399,56.0,-4.0,Eqlk0mbD5hGoiOIN+RcZ4Q,Number of people convicted of terror offences up by nearly half,2016-12-16 08:08:26,Physical Threats,moderate,"(56.0, -4.0)",4.0,Preston,1.0
2016-12-16 08:08:44,Preston,27617,54.75844,-2.6953099999999997,sCEH3WbD5hGoiOIN+RcZ4Q,EU summit: Theresa May ‘welcomes’ Brexit talks by 27 other leaders,2016-12-16 08:08:44,Geopolitical,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 08:08:48,Tokyo,27634,35.685359999999996,139.75309,LDQ132bD5hGIOwvRy13KCQ,"Putin, Abe agree on joint economic activities on Kuril Islands",2016-12-16 08:08:48,Other,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-16 08:08:58,Preston,27622,54.75844,-2.6953099999999997,LHg25WbD5hG_yuIN+RcZ4Q,Britain OKs making babies from DNA of 3 people in some cases,2016-12-16 08:08:58,Other,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-16 09:03:58,Dubai,27769,25.0657,55.17128,WgdelG7D5hGpyQvRy13KCQ,NPP supporters have destroyed colourful lights at ‘Dubai’ – NDC,2016-12-16 09:03:58,Crime,moderate,"(25.0657, 55.171280000000003)",4.0,Dubai,1.0
2016-12-16 09:04:28,Dubai,27428,25.0657,55.17128,bNs9pm7D5hGSNeIN+RcZ4Q,Video: Tank drives through Dubai Mall wall,2016-12-16 09:04:28,Infrastructure,moderate,"(25.0657, 55.171280000000003)",4.0,Dubai,1.0
2016-12-16 09:04:29,Dubai,27781,25.0657,55.17128,5lz2pm7D5hG6lwvRy13KCQ,Video: Tank drives through Dubai Mall wall,2016-12-16 09:04:29,Infrastructure,moderate,"(25.0657, 55.171280000000003)",4.0,Dubai,1.0
2016-12-16 09:04:40,Krasnoyarsk,27835,60.0,100.0,oHCBrW7D5hGSNeIN+RcZ4Q,Swedish island rejects renting pipe storage space to Russia,2016-12-16 09:04:40,Other,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-16 09:04:59,Los Angeles,27841,34.0626,-118.35799999999999,nP60uG7D5hGrq+IN+RcZ4Q,Road Closures In Anticipation of Upcoming Storm,2016-12-16 09:04:59,Infrastructure,moderate,"(34.062600000000003, -118.35799999999999)",4.0,Los Angeles,1.0
2016-12-16 09:05:05,Moscow,27843,55.752219999999994,37.615559999999995,bEdIvG7D5hGrq+IN+RcZ4Q,Russia says thwarted IS attacks in Moscow,2016-12-16 09:05:05,Geopolitical,medium,"(55.752219999999994, 37.615559999999995)",9.0,Moscow,1.0
2016-12-16 09:05:13,Krasnoyarsk,27846,60.0,100.0,WANLwW7D5hGrq+IN+RcZ4Q,"Abe, Putin agree to revive Japan-Russia security talks, discuss Syria",2016-12-16 09:05:13,Geopolitical,moderate,"(60.0, 100.0)",4.0,Krasnoyarsk,1.0
2016-12-16 09:05:48,Multān,27873,30.0,70.0,utX81W7D5hGrXg3Ry13KCQ,Pakistani FM visits Turkish embassy for condolences,2016-12-16 09:05:48,Geopolitical,moderate,"(30.0, 70.0)",4.0,Multān,1.0
2016-12-16 09:05:55,Moscow,27828,55.752219999999994,37.615559999999995,oGhm2m7D5hGHlQvRy13KCQ,Russia arrests four suspected of planning ISIS attacks in Moscow,2016-12-16 09:05:55,Crime,moderate,"(55.752219999999994, 37.615559999999995)",4.0,Moscow,1.0
2016-12-16 09:06:43,Gaza,27896,31.5,34.75,KPbj9m7D5hGDZOIN+RcZ4Q,Women of Israeli parliament protest after guards send them home for wearing ‘short’ skirts,2016-12-16 09:06:43,Geopolitical,moderate,"(31.5, 34.75)",4.0,Gaza,1.0
2016-12-16 09:06:52,London,27899,51.50853,-0.12574000000000002,MO5M_G7D5hGmd+IN+RcZ4Q,Protesters disrupt London's Borough Market cheese festival,2016-12-16 09:06:52,Other,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 09:06:54,Paris,27912,48.85341,2.3488,UHQF_W7D5hG4pAvRy13KCQ,Lawyer: ISIS member ordered France train attack,2016-12-16 09:06:54,Physical Threats,moderate,"(48.853409999999997, 2.3488000000000002)",4.0,Paris,1.0
2016-12-16 09:08:02,Tampa,27975,28.76333,-81.37225,3tYOJm_D5hGXFeEN+RcZ4Q,Strike threat to Christmas flights,2016-12-16 09:08:02,Physical Threats,moderate,"(28.76333, -81.372249999999994)",4.0,Tampa,1.0
2016-12-16 09:08:34,Frankfurt am Main,28005,50.115520000000004,8.68417,VDEcOW_D5hGhrwzRy13KCQ,Report: 2 dead in German doctors’ office shooting,2016-12-16 09:08:34,Physical Threats,medium,"(50.115520000000004, 8.6841699999999999)",9.0,Frankfurt am Main,1.0
2016-12-16 09:08:43,Tampa,28023,28.40584,-80.60477,NkU1Pm_D5hGbOeEN+RcZ4Q,NASA launches 8 mini-satellites for hurricane forecasting,2016-12-16 09:08:43,Other,medium,"(28.405840000000001, -80.604770000000002)",9.0,Tampa,1.0
2016-12-16 09:08:53,Abu Dhabi,28026,24.48234,54.37016,MIYXRG_D5hGVieEN+RcZ4Q,Reuters: Suspected Russian mercenary leader attended Kremlin reception,2016-12-16 09:08:53,Geopolitical,moderate,"(24.482340000000001, 54.370159999999998)",4.0,Abu Dhabi,1.0
2016-12-16 09:10:11,Frankfurt am Main,28072,50.115520000000004,8.68417,3tutcm_D5hGDNOEN+RcZ4Q,Report: 2 dead in German doctors' office shooting,2016-12-16 09:10:11,Physical Threats,medium,"(50.115520000000004, 8.6841699999999999)",9.0,Frankfurt am Main,1.0
2016-12-16 09:11:58,Frankfurt am Main,28163,50.115520000000004,8.68417,nuehsm_D5hGYReEN+RcZ4Q,"Daimler, BMW aim to merge their carsharing services - Manager Magazin",2016-12-16 09:11:58,Infrastructure,medium,"(50.115520000000004, 8.6841699999999999)",9.0,Frankfurt am Main,1.0
2016-12-16 10:05:59,Calamba,28220,13.0,122.0,KEgLPnfD5hGDmeEN+RcZ4Q,DTI e-commerce mentorship nears completion,2016-12-16 10:05:59,Other,moderate,"(13.0, 122.0)",4.0,Calamba,1.0
2016-12-16 10:06:06,Yazd,28236,32.0,53.0,_M_DQnfD5hGLL+EN+RcZ4Q,Iran Sanctions Continue Even Without Obama’s Signature,2016-12-16 10:06:06,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-16 10:06:32,Asyūţ,28300,27.0,30.0,loImUnfD5hGFUOEN+RcZ4Q,Traces of explosives are found on victims of EgyptAir crash that killed 66,2016-12-16 10:06:32,Infrastructure,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:06:57,Yazd,28316,32.0,53.0,ZkUlYXfD5hGZEwnRy13KCQ,Energy will be backbone of Indonesia-Iran cooperation: BKPM chief,2016-12-16 10:06:57,Other,medium,"(32.0, 53.0)",9.0,Yazd,1.0
2016-12-16 10:07:12,Mosul,28321,36.335,43.11889,+jaXaXfD5hGZEwnRy13KCQ,Iraqi Forces Liberate more than 70% of Eastern Mosul Regions: Commander,2016-12-16 10:07:12,Physical Threats,extreme,"(36.335000000000001, 43.11889)",25.0,Mosul,1.0
2016-12-16 10:07:27,Asyūţ,28328,27.0,30.0,6k+ycnfD5hGAZuIN+RcZ4Q,eNCA | Traces of explosives found on EgyptAir victims,2016-12-16 10:07:27,Physical Threats,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:07:28,New York City,27819,40.735659999999996,-74.17237,yDpmc3fD5hGGpgnRy13KCQ,"Newark man, 33, shot to death",2016-12-16 10:07:28,Physical Threats,moderate,"(40.735659999999996, -74.172370000000001)",4.0,New York City,1.0
2016-12-16 10:07:47,Asyūţ,28362,27.0,30.0,pgHKfnfD5hGEcOEN+RcZ4Q,Egypt: Traces of explosives found on victims of Paris flight,2016-12-16 10:07:47,Other,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:07:57,Asyūţ,28365,27.0,30.0,xvRvhHfD5hGW+uEN+RcZ4Q,Explosive traces found on EgyptAir 804 victims,2016-12-16 10:07:57,Physical Threats,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:08:05,Asyūţ,28358,27.0,30.0,god7iXfD5hG9wQnRy13KCQ,Egypt: Traces of explosives found on victims of Paris flight,2016-12-16 10:08:05,Other,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:08:25,Asyūţ,28380,27.0,30.0,6JYnlXfD5hGGMA3Ry13KCQ,Explosive traces found on EgyptAir 804 victims,2016-12-16 10:08:25,Physical Threats,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:08:27,Asyūţ,28381,27.0,30.0,LPullnfD5hGGMA3Ry13KCQ,Egypt: Mohamed Inspires Egypt to Thrilling Success,2016-12-16 10:08:27,Geopolitical,moderate,"(27.0, 30.0)",4.0,Asyūţ,1.0
2016-12-16 10:09:15,Brussels,28406,50.838570000000004,4.37599,AnBXs3fD5hGGleIN+RcZ4Q,EU’s Brexit negoatiator in line for MORE power as he’s backed as Paliament PRESIDENT,2016-12-16 10:09:15,Infrastructure,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 11:04:10,Edmonton,28587,60.10867,-113.64258000000001,+vLOXn_D5hGcUQ3Ry13KCQ,Travel advisory: 'Heavy snow' expected for Hamilton this afternoon,2016-12-16 11:04:10,Infrastructure,moderate,"(60.108669999999996, -113.64258000000001)",4.0,Edmonton,1.0
2016-12-16 11:05:00,"Washington, D.C.",28624,38.88733,-77.15442,kKfjfH_D5hG+PAvRy13KCQ,Metro fires six employees after derailment probe reveals inspectors falsified records,2016-12-16 11:05:00,Infrastructure,moderate,"(38.887329999999999, -77.154420000000002)",4.0,"Washington, D.C.",1.0
2016-12-16 11:05:49,Edmonton,28652,52.983369999999994,-105.58434,ZE0fmn_D5hG2zQvRy13KCQ,Stretch of I-87's Adirondack Northway reopens after crash,2016-12-16 11:05:49,Infrastructure,moderate,"(52.983369999999994, -105.58434)",4.0,Edmonton,1.0
2016-12-16 11:05:55,The Bronx,28673,41.55815,-73.0515,1P3hnX_D5hG7XQ3Ry13KCQ,"Pedestrian Hit By Truck In Southington, Police Said",2016-12-16 11:05:55,Other,moderate,"(41.558149999999998, -73.051500000000004)",4.0,The Bronx,1.0
2016-12-16 11:06:24,Tianshui,28669,35.0,105.0,bv4Xr3_D5hGGrdUN+RcZ4Q,China leaders hear warning shot from Fed,2016-12-16 11:06:24,Geopolitical,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 11:07:17,Tianshui,28743,35.0,105.0,noN1zn_D5hG9INUN+RcZ4Q,Huge 980ft bridge demolished in seconds with 240kg of explosives to make way for brand new motorway,2016-12-16 11:07:17,Infrastructure,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 11:08:41,Tianshui,28802,35.0,105.0,ZgnmAIDD5hGU5gzRy13KCQ,"China Doubles Direct Investment in Southeast Asia, Bypassing US",2016-12-16 11:08:41,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-16 11:08:54,San Jose del Monte,27426,15.066670000000002,120.66667,sAV6CIDD5hGbxOIN+RcZ4Q,Bacolor church reopens,2016-12-16 11:08:54,Other,moderate,"(15.066670000000002, 120.66667)",4.0,San Jose del Monte,1.0
2016-12-16 12:05:02,Nashville,28967,35.75035,-86.25027,HnbG34fD5hGK7+IN+RcZ4Q,Dolly Parton's Telethon For Wildfire Victims Raises Millions,2016-12-16 12:05:02,Natural Disaster,moderate,"(35.750349999999997, -86.25027)",4.0,Nashville,1.0
2016-12-16 12:06:26,Brussels,28980,50.838570000000004,4.37599,0BSyEYjD5hGlztMN+RcZ4Q,Smooth orderly Brexit in interests of all: British PM Theresa May,2016-12-16 12:06:26,Geopolitical,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 12:07:11,Scarborough,29091,43.048120000000004,-76.14742,ANrOLIjD5hGhMQvRy13KCQ,"1 NY man killed, 1 injured when car collides with snowplow",2016-12-16 12:07:11,Infrastructure,high,"(43.048120000000004, -76.147419999999997)",16.0,Scarborough,1.0
2016-12-16 12:08:09,Scarborough,29138,43.95643,-78.16875,wjlxT4jD5hGcjNMN+RcZ4Q,Several family members dead in fire in Ontario First Nation community,2016-12-16 12:08:09,Natural Disaster,moderate,"(43.956429999999997, -78.168750000000003)",4.0,Scarborough,1.0
2016-12-16 12:08:10,Scarborough,29132,43.95643,-78.16875,cLYiUIjD5hG7cgvRy13KCQ,Several family members die in First Nation house fire,2016-12-16 12:08:10,Natural Disaster,moderate,"(43.956429999999997, -78.168750000000003)",4.0,Scarborough,1.0
2016-12-16 12:08:37,Brussels,29044,50.838570000000004,4.37599,VLziX4jD5hGvE+IN+RcZ4Q,Aleppo envoy left gloomy by EU summit,2016-12-16 12:08:37,Geopolitical,moderate,"(50.838570000000004, 4.3759899999999998)",4.0,Brussels,1.0
2016-12-16 13:04:22,Paris,29319,48.85341,2.3488,7BwTKpDD5hGCMgnRy13KCQ,Traces of explosives found on remains in EgyptAir crash – investigators | Reuters,2016-12-16 13:04:22,Infrastructure,medium,"(48.853409999999997, 2.3488000000000002)",9.0,Paris,1.0
2016-12-16 13:04:25,South Boston,29320,41.82399,-71.41283,liKKK5DD5hGLZwnRy13KCQ,Some glitches reported in R.I. courts e-filing launch,2016-12-16 13:04:25,Other,medium,"(41.823990000000002, -71.41283)",9.0,South Boston,1.0
2016-12-16 13:05:14,South Boston,29379,41.81371,-71.37005,uADMSJDD5hGDxdUN+RcZ4Q,Car collides with school bus in East Providence,2016-12-16 13:05:14,Infrastructure,moderate,"(41.81371, -71.370050000000006)",4.0,South Boston,1.0
2016-12-16 13:05:25,Paris,29383,48.85341,2.3488,3IU6T5DD5hGUS9UN+RcZ4Q,Traces of explosives found on victims of deadly EgyptAir flight that crashed in the Mediterranean,2016-12-16 13:05:25,Infrastructure,high,"(48.853409999999997, 2.3488000000000002)",16.0,Paris,1.0
2016-12-16 13:05:42,Kuching,29391,2.5,113.5,sjwrWZDD5hGL_Q3Ry13KCQ,SFC clarifies on croc-related activities,2016-12-16 13:05:42,Other,moderate,"(2.5, 113.5)",4.0,Kuching,1.0
2016-12-16 13:06:00,London,29349,51.48816,-0.30263,hnQKZJDD5hGx2+EN+RcZ4Q,West Brom targeting Brentford striker Scott Hogan as Tony Pulis bids to boost firepower,2016-12-16 13:06:00,Other,moderate,"(51.488160000000001, -0.30263000000000001)",4.0,London,1.0
2016-12-16 13:06:01,London,29333,51.48816,-0.30263,AuXHZJDD5hGAOwnRy13KCQ,West Brom targeting Brentford striker Scott Hogan as Tony Pulis bids to boost firepower,2016-12-16 13:06:01,Other,moderate,"(51.488160000000001, -0.30263000000000001)",4.0,London,1.0
2016-12-16 13:07:09,London,29402,51.50853,-0.12574000000000002,BveNjZDD5hGLlQ3Ry13KCQ,No whey: free London cheese festival descends into chaos due to overcrowding and protesting vegans,2016-12-16 13:07:09,Other,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-16 13:09:56,Boston,29607,42.107040000000005,-72.62037,tEPk8JDD5hGahNUN+RcZ4Q,16 year old arrested for West Springfield H.S. threat,2016-12-16 13:09:56,Physical Threats,moderate,"(42.107040000000005, -72.620369999999994)",4.0,Boston,1.0
2016-12-16 14:04:05,Atlanta,29765,33.55431,-86.89649,SoYogZjD5hGi6eIN+RcZ4Q,59-vehicle pileup shuts down I-80 in western Pa.,2016-12-16 14:04:05,Geopolitical,moderate,"(33.554310000000001, -86.89649)",4.0,Atlanta,1.0
2016-12-16 14:04:29,Atlanta,29775,35.045629999999996,-85.30968,Bg2Wj5jD5hGpxOIN+RcZ4Q,Overnight fire damages office building in Chattanooga,2016-12-16 14:04:29,Natural Disaster,moderate,"(35.045629999999996, -85.30968)",4.0,Atlanta,1.0
2016-12-16 14:06:51,Edmonton,29896,60.10867,-113.64258000000001,6tY95JjD5hG6YQ3Ry13KCQ,"Inmate dead, others injured after riot in Saskatchewan federal prison",2016-12-16 14:06:51,Crime,medium,"(60.108669999999996, -113.64258000000001)",9.0,Edmonton,1.0
2016-12-16 14:06:57,Nashville,29841,36.165890000000005,-86.78444,YgzY55jD5hGIBtUN+RcZ4Q,P.K. Subban's Just for Laughs comedy gala set for TV,2016-12-16 14:06:57,Natural Disaster,moderate,"(36.165890000000005, -86.784440000000004)",4.0,Nashville,1.0
2016-12-16 14:07:07,London,29844,51.5,-0.25,FuXH7ZjD5hG8s9UN+RcZ4Q,Family of man shot in head during Fulham 'ambush' speak out,2016-12-16 14:07:07,Physical Threats,moderate,"(51.5, -0.25)",4.0,London,1.0
2016-12-16 14:07:10,Edmonton,29916,53.716840000000005,-113.2187,yP7075jD5hG6DA3Ry13KCQ,One inmate dead in Canadian prison riot in Saskatchewan,2016-12-16 14:07:10,Crime,moderate,"(53.716840000000005, -113.2187)",4.0,Edmonton,1.0
2016-12-16 14:07:12,Nashville,29846,35.75035,-86.25027,3k6s8JjD5hGfXNUN+RcZ4Q,Dolly Parton telethon raises nearly $9 million for Tennessee...,2016-12-16 14:07:12,Geopolitical,moderate,"(35.750349999999997, -86.25027)",4.0,Nashville,1.0
2016-12-16 14:08:13,Nashville,29881,35.75035,-86.25027,rNFUFZnD5hGFnuIN+RcZ4Q,Dolly Parton Has Raised $9 Million and Counting for Tennessee Wildfire Victims,2016-12-16 14:08:13,Natural Disaster,moderate,"(35.750349999999997, -86.25027)",4.0,Nashville,1.0
2016-12-16 14:08:43,Edmonton,29981,60.10867,-113.64258000000001,0OvwJpnD5hGThAzRy13KCQ,Death at Saskatchewan Penitentiary: 43-year-old found unresponsive during riot at Prince Albert ...,2016-12-16 14:08:43,Other,moderate,"(60.108669999999996, -113.64258000000001)",4.0,Edmonton,1.0
2016-12-16 15:04:21,New Delhi,30164,28.61767,77.20933000000001,lNPM7KDD5hGxa9UN+RcZ4Q,Poonam Mahajan replaces Anurag Thakur as BJP's youth wing chief,2016-12-16 15:04:21,Geopolitical,moderate,"(28.61767, 77.209330000000008)",4.0,New Delhi,1.0
