time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-15 14:05:48,Columbus,22179,40.23449,-84.40939,NIxElM_C5hGVJSgO+RcZ4Q,"In collapse of US-Russian military ties, some see nuke risk",2016-12-15 14:05:48,Geopolitical,medium,"(40.234490000000001, -84.409390000000002)",9.0,Columbus,1.0
2016-12-15 14:06:00,Charlotte,22183,35.086259999999996,-80.63507,eFRtm8_C5hGzzCgO+RcZ4Q,County Closes Lake Park Bridge,2016-12-15 14:06:00,Infrastructure,medium,"(35.086259999999996, -80.635069999999999)",9.0,Charlotte,1.0
2016-12-15 14:06:23,Aleppo,22226,36.201240000000006,37.16117,UIIxqc_C5hG9_CgO+RcZ4Q,"Erdogan, Putin discuss Syrian city of Aleppo over phone",2016-12-15 14:06:23,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:06:24,Aleppo,22211,36.201240000000006,37.16117,5Fzlqc_C5hGS+gvRy13KCQ,"Erdogan, Putin discuss Syrian city of Aleppo over phone",2016-12-15 14:06:24,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:06:25,Aleppo,22227,36.201240000000006,37.16117,Hoidqs_C5hG9_CgO+RcZ4Q,"Erdogan, Putin discuss Syrian city of Aleppo over phone",2016-12-15 14:06:25,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:06:31,Atlanta,22229,32.75042,-83.50018,TEgfrs_C5hG9_CgO+RcZ4Q,Snowfall disrupts daily life across the country,2016-12-15 14:06:31,Infrastructure,moderate,"(32.750419999999998, -83.50018)",4.0,Atlanta,1.0
2016-12-15 14:06:58,Aleppo,22239,36.201240000000006,37.16117,mvsSvs_C5hGmCSgO+RcZ4Q,eNCA | Aleppo nightmare continues for civilians as ceasefire broken,2016-12-15 14:06:58,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:06:59,Yazd,22224,32.0,53.0,qrHEvs_C5hGrpAvRy13KCQ,Experts fear Iran could increase nuclear proliferation,2016-12-15 14:06:59,Public Health,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-15 14:07:00,Aleppo,22240,36.201240000000006,37.16117,mt2Jv8_C5hGmCSgO+RcZ4Q,Deadly clashes jolt Aleppo as evacuation deal on hold,2016-12-15 14:07:00,Other,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:07:21,Aleppo,22265,36.201240000000006,37.16117,YKimy8_C5hGp2AvRy13KCQ,"Aleppo assault likely a war crime, says U.N. as evacuation stalls",2016-12-15 14:07:21,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:07:30,Aleppo,22269,36.201240000000006,37.16117,fJtp0c_C5hG70QvRy13KCQ,Aleppo drama hits home as Syrian refugees mobilize for aid,2016-12-15 14:07:30,Public Health,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:07:32,Detroit,22253,42.30008,-83.01654,XiUg0s_C5hGUQSgO+RcZ4Q,"More cold, more snow on the way",2016-12-15 14:07:32,Other,moderate,"(42.300080000000001, -83.016540000000006)",4.0,Detroit,1.0
2016-12-15 14:07:36,Yazd,22255,32.0,53.0,MEUI1c_C5hGUQSgO+RcZ4Q,Fall of Aleppo puts Iran on cusp of ‘Shi’ite crescent’ of influence | Reuters,2016-12-15 14:07:36,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-15 14:07:38,Aleppo,22276,36.201240000000006,37.16117,4s241c_C5hG4AhPRy13KCQ,Syrian UN ambassador promotes Iraq photo as Syrian army in Aleppo,2016-12-15 14:07:38,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:07:39,Yazd,22277,32.0,53.0,nNKy1s_C5hGr1BPRy13KCQ,"Aleppo’s Destroyers: Assad, Putin, Iran",2016-12-15 14:07:39,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-15 14:07:46,Delhi,22279,28.65195,77.23149000000001,MAR72s_C5hGhahPRy13KCQ,SC gives slew of directions with regards to racial violence against people from north-east,2016-12-15 14:07:46,Natural Disaster,high,"(28.651949999999999, 77.231490000000008)",16.0,Delhi,1.0
2016-12-15 14:07:52,Aleppo,22282,36.201240000000006,37.16117,kLtB3s_C5hGo7RPRy13KCQ,UN Commission of Inquiry on Syria: Armed groups in eastern Aleppo used civilians as human shield,2016-12-15 14:07:52,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 14:07:59,Aleppo,22105,36.201240000000006,37.16117,+sBk4s_C5hGRvikO+RcZ4Q,"What Is Life Like In Aleppo? Civilian Deaths, Human Shields, Bombs And Corpses Haunt Residents",2016-12-15 14:07:59,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:08:04,Delhi,22291,28.65195,77.23149000000001,ZsZe5c_C5hGRvikO+RcZ4Q,"Delhi: Foggy morning leads to delay, cancellation of flights and trains",2016-12-15 14:08:04,Infrastructure,medium,"(28.651949999999999, 77.231490000000008)",9.0,Delhi,1.0
2016-12-15 14:08:09,Delhi,22293,28.65195,77.23149000000001,9rc+6M_C5hGRvikO+RcZ4Q,"70 trains delayed, 20 cancelled",2016-12-15 14:08:09,Infrastructure,moderate,"(28.651949999999999, 77.231490000000008)",4.0,Delhi,1.0
2016-12-15 14:08:17,Aleppo,22310,36.201240000000006,37.16117,poBN7c_C5hGFjxPRy13KCQ,Air strikes resume in Aleppo as evacuations stall,2016-12-15 14:08:17,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:08:18,Delhi,22297,28.65195,77.23149000000001,mO8E7s_C5hGRvikO+RcZ4Q,"Fog flop: AI, SpiceJet get DGCA rap",2016-12-15 14:08:18,Infrastructure,moderate,"(28.651949999999999, 77.231490000000008)",4.0,Delhi,1.0
2016-12-15 14:08:22,Aleppo,22312,36.201240000000006,37.16117,iNcv8M_C5hGeUxPRy13KCQ,"Aleppo: Truce collapses, evacuations stall",2016-12-15 14:08:22,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 14:08:44,Yazd,22306,32.0,53.0,GDJW_c_C5hGwyykO+RcZ4Q,"Iran authorities break up a party, arrest 120 for drinking alcohol",2016-12-15 14:08:44,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-15 15:04:09,Wichita,22504,39.76,-98.5,cIgZu9fC5hG1zygO+RcZ4Q,"Gambia's Jammeh risks sanctions, UN envoy says",2016-12-15 15:04:09,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 15:04:11,Calgary,22505,47.00025,-109.75102,iBOTvNfC5hGW+ygO+RcZ4Q,Large Oil Leak in North Dakota Confirms Water Protectors’ Fears,2016-12-15 15:04:11,Geopolitical,moderate,"(47.000250000000001, -109.75102)",4.0,Calgary,1.0
2016-12-15 15:04:18,Wichita,22522,39.76,-98.5,4nPFwNfC5hGUlhLRy13KCQ,US Federal Reserve raises interest rate,2016-12-15 15:04:18,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 15:04:24,Ḩamāh,22564,35.0,38.0,VDdaxNfC5hGzbygO+RcZ4Q,"Had a war like Syria’s started in Europe, refugees would be treated better – Jordan’s Prince Ali | Reuters",2016-12-15 15:04:24,Other,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 15:04:32,San Jose,22140,37.232490000000006,-121.69627,MmGtyNfC5hGceCgO+RcZ4Q,VTA Officials Investigate Bomb Threat; Security Sweep Underway in Trains,2016-12-15 15:04:32,Physical Threats,moderate,"(37.232490000000006, -121.69627)",4.0,San Jose,1.0
2016-12-15 15:04:34,Ḩamāh,22543,35.0,38.0,gtcmytfC5hGK7ygO+RcZ4Q,Syria's al-Assad vows to continue offensive after liberating Aleppo,2016-12-15 15:04:34,Geopolitical,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-15 15:04:43,Ḩamāh,22558,35.0,38.0,gPEnz9fC5hGh0hLRy13KCQ,Aleppo: Beginning of the end of Syria's war?,2016-12-15 15:04:43,Other,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 15:05:11,Ḩamāh,22603,35.0,38.0,EI8g4NfC5hGkJRQO+RcZ4Q,"PKK bomber in Istanbul twin blasts came from Syria, FM Çavuşoğlu says",2016-12-15 15:05:11,Physical Threats,high,"(35.0, 38.0)",16.0,Ḩamāh,1.0
2016-12-15 15:05:25,Vancouver,22624,53.99983,-125.0032,YFSe6NfC5hGl4wvRy13KCQ,TSB says all fishing boats should be tested for stability,2016-12-15 15:05:25,Geopolitical,moderate,"(53.999830000000003, -125.00320000000001)",4.0,Vancouver,1.0
2016-12-15 15:05:55,Tianshui,22585,35.0,105.0,nvcU+tfC5hG0fBLRy13KCQ,China military tells Myanmar to ensure border stability,2016-12-15 15:05:55,Geopolitical,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-15 15:06:31,"Washington, D.C.",22670,37.548120000000004,-77.44675,OMmYD9jC5hGltRLRy13KCQ,"Inmate protests execution drug plan, suggests firing squad",2016-12-15 15:06:31,Crime,moderate,"(37.548120000000004, -77.446749999999994)",4.0,"Washington, D.C.",1.0
2016-12-15 15:07:02,The Bronx,22690,41.03287,-73.84291,wv0NItjC5hGuyQvRy13KCQ,Fire Commissioners In Greenburgh Escape Challenges In Annual Election,2016-12-15 15:07:02,Natural Disaster,moderate,"(41.032870000000003, -73.842910000000003)",4.0,The Bronx,1.0
2016-12-15 15:07:43,Oklahoma City,319,35.46756,-97.51643,6K6MOtjC5hG+0AvRy13KCQ,Oklahoma City police release video of fatal airport shooting that left Michael Winchester dead,2016-12-15 15:07:43,Physical Threats,moderate,"(35.467559999999999, -97.51643)",4.0,Oklahoma City,1.0
2016-12-15 15:07:54,Gaza,22466,31.5,34.75,OJZnQdjC5hGptBPRy13KCQ,Trump’s planned embassy move to Jerusalem backed by Israeli officials,2016-12-15 15:07:54,Geopolitical,moderate,"(31.5, 34.75)",4.0,Gaza,1.0
2016-12-15 15:08:13,İstanbul,22724,41.01384,28.949659999999998,0F+5TNjC5hG4mCgO+RcZ4Q,"Bomber in Saturday’s Istanbul attack came from Syria, says Turkish foreign minister",2016-12-15 15:08:13,Geopolitical,high,"(41.013840000000002, 28.949659999999998)",16.0,İstanbul,1.0
2016-12-15 15:08:32,"Washington, D.C.",22741,37.548120000000004,-77.44675,wPClV9jC5hGPvxPRy13KCQ,Wind Chill Advisory,2016-12-15 15:08:32,Other,moderate,"(37.548120000000004, -77.446749999999994)",4.0,"Washington, D.C.",1.0
2016-12-15 15:08:33,"Washington, D.C.",22732,38.895109999999995,-77.03636999999999,_CdfWNjC5hGALygO+RcZ4Q,"USDA rules aim to protect livestock, poultry producers",2016-12-15 15:08:33,Public Health,moderate,"(38.895109999999995, -77.036369999999991)",4.0,"Washington, D.C.",1.0
2016-12-15 16:04:11,Wichita,22561,39.76,-98.5,ajYpHuDC5hGroRQO+RcZ4Q,US 'ready to confront' China over S. China Sea,2016-12-15 16:04:11,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:04:12,Aleppo,22536,36.201240000000006,37.16117,Doz8HuDC5hG_9QzRy13KCQ,Aleppo: Symbol of Syria's failed revolution,2016-12-15 16:04:12,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:04:23,San Juan,22719,-30.0,-71.0,krEpJeDC5hGACBQO+RcZ4Q,S44 order forces Akara to cease operations,2016-12-15 16:04:23,Geopolitical,extreme,"(-30.0, -71.0)",25.0,San Juan,1.0
2016-12-15 16:04:37,Aleppo,22541,36.201240000000006,37.16117,8ki7LeDC5hGQ3QzRy13KCQ,Deal to evacuate rebels and civilians from east Aleppo fails immediately,2016-12-15 16:04:37,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-15 16:04:50,Wichita,22915,36.67837,-97.31004,cmReNeDC5hGxJhQO+RcZ4Q,Oklahoma teen arrested over plot for mass shooting at school,2016-12-15 16:04:50,Physical Threats,moderate,"(36.678370000000001, -97.310040000000001)",4.0,Wichita,1.0
2016-12-15 16:04:52,Aleppo,22932,36.201240000000006,37.16117,rgunNuDC5hGrKSgO+RcZ4Q,Turkish FM urges UN to take action on Aleppo situation,2016-12-15 16:04:52,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:04:53,Aleppo,22138,36.201240000000006,37.16117,dDJaN+DC5hGUGwzRy13KCQ,Turkish FM urges UN to take action on Aleppo situation,2016-12-15 16:04:53,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:04:55,Aleppo,22560,36.201240000000006,37.16117,ynUaOODC5hGiLCgO+RcZ4Q,Turkish FM urges UN to take action on Aleppo situation,2016-12-15 16:04:55,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:04:56,Ḩamāh,22139,35.0,38.0,DijOOODC5hGUGwzRy13KCQ,"Pentagon: IS seized weapons, missile system in Palmyra",2016-12-15 16:04:56,Physical Threats,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-15 16:05:01,Aleppo,22952,36.201240000000006,37.16117,vJnEO+DC5hGUGwzRy13KCQ,Read Malala Yousafzai’s Statement on Aleppo: ‘Prayers Are Not Enough. We Must Act’,2016-12-15 16:05:01,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:05:03,Lexington-Fayette,22953,36.23008,-83.71240999999999,Aq1GPeDC5hGUGwzRy13KCQ,Dolly Parton's 'Smoky Mountains Rise Telethon' raises millions for Tennessee wildfire victims,2016-12-15 16:05:03,Natural Disaster,moderate,"(36.230080000000001, -83.712409999999991)",4.0,Lexington-Fayette,1.0
2016-12-15 16:05:19,Wichita,22959,39.76,-98.5,sLjJRuDC5hGUGwzRy13KCQ,White House: Timing of Russia-Hacking Review Aimed at Shielding US Spy Agencies,2016-12-15 16:05:19,Public Health,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:05:36,Aleppo,22965,36.201240000000006,37.16117,zmqQUODC5hG2hQzRy13KCQ,Calls for end to Aleppo 'genocide' as Assad's troops break ceasefire and rain bombs on civilians,2016-12-15 16:05:36,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:05:37,Aleppo,22948,36.201240000000006,37.16117,FqxHUeDC5hGKqygO+RcZ4Q,Syrian rebels claim Aleppo evacuation deal is back on,2016-12-15 16:05:37,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:05:42,Milwaukee,22950,44.295159999999996,-85.51908,7gsmVODC5hGxeygO+RcZ4Q,Body discovered outside Selma Township home; autopsy scheduled,2016-12-15 16:05:42,Infrastructure,moderate,"(44.295159999999996, -85.519080000000002)",4.0,Milwaukee,1.0
2016-12-15 16:06:01,Wichita,22991,39.76,-98.5,zHLQX+DC5hG+WygO+RcZ4Q,Palestinians preparing new Security Council draft – report,2016-12-15 16:06:01,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:06:08,Ḩamāh,22979,35.0,38.0,FpH1Y+DC5hGXfAzRy13KCQ,"Jordan’s prince: Had a war started in Europe, refugees would be treated better",2016-12-15 16:06:08,Public Health,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 16:06:15,Aleppo,22996,36.201240000000006,37.16117,nnMOaODC5hGYBygO+RcZ4Q,"New deal reached to evacuate civilians, rebels from Aleppo",2016-12-15 16:06:15,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:06:16,Aleppo,22982,36.201240000000006,37.16117,xA_EaODC5hGXfAzRy13KCQ,Qatar cancels National Day festivities in solidarity with Aleppo,2016-12-15 16:06:16,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:06:29,Aleppo,23004,36.201240000000006,37.16117,vpmNcODC5hGp1QzRy13KCQ,Syria rebels say Aleppo evacuation deal back on,2016-12-15 16:06:29,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:06:33,Wichita,23018,39.76,-98.5,3NK2cuDC5hGanygO+RcZ4Q,"USDA rules would aim to protect livestock, poultry producers",2016-12-15 16:06:33,Public Health,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:06:34,Wichita,23006,39.76,-98.5,GOFrc+DC5hGp1QzRy13KCQ,"Putin is world´s most powerful man, Trump in second: Forbes",2016-12-15 16:06:34,Infrastructure,extreme,"(39.759999999999998, -98.5)",25.0,Wichita,1.0
2016-12-15 16:06:35,Ḩamāh,23019,35.0,38.0,OAoidODC5hGrPigO+RcZ4Q,Bomber in Istanbul Attack Came from Syria – Turkish Foreign Minister,2016-12-15 16:06:35,Physical Threats,high,"(35.0, 38.0)",16.0,Ḩamāh,1.0
2016-12-15 16:06:37,Aleppo,23007,36.201240000000006,37.16117,VOdZdeDC5hGp1QzRy13KCQ,Russia Blames Rebels For Syrian Bloodbath,2016-12-15 16:06:37,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9.0,Aleppo,1.0
2016-12-15 16:06:41,Wichita,23021,39.76,-98.5,rn17d+DC5hGCPigO+RcZ4Q,Forbes names Putin world’s most powerful man,2016-12-15 16:06:41,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:06:48,Wichita,23011,36.67837,-97.31004,duXYe+DC5hGp1QzRy13KCQ,Oklahoma teen arrested over plot for mass shooting at school,2016-12-15 16:06:48,Physical Threats,moderate,"(36.678370000000001, -97.310040000000001)",4.0,Wichita,1.0
2016-12-15 16:07:01,Aleppo,23039,36.201240000000006,37.16117,SuNPg+DC5hGF_xQO+RcZ4Q,"Germany slams Assad regime, Russia, Iran on Aleppo",2016-12-15 16:07:01,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:07:03,Wichita,23040,39.76,-98.5,GiTAhODC5hGOwxQO+RcZ4Q,Trump risks blame for attacks if he keeps skipping intel briefings – ex-CIA chief,2016-12-15 16:07:03,Crime,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-15 16:07:04,Ḩamāh,23016,35.0,38.0,+GlzheDC5hGWOAzRy13KCQ,UN seeks protection for ancient Nimrud site wrecked by ISIS,2016-12-15 16:07:04,Other,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 16:07:23,Lexington-Fayette,23057,38.25424,-85.75941,5vGckODC5hGsowzRy13KCQ,Basketball game relocated after Silver Creek High School receives bomb threat,2016-12-15 16:07:23,Physical Threats,moderate,"(38.254240000000003, -85.759410000000003)",4.0,Lexington-Fayette,1.0
2016-12-15 16:07:26,Aleppo,23058,36.201240000000006,37.16117,xkANkuDC5hGsowzRy13KCQ,A wave of protests across the world have begun in solidarity with the inhabitants of the embattled Syrian city of Aleppo,2016-12-15 16:07:26,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:07:31,Aleppo,23060,36.201240000000006,37.16117,Mql7leDC5hGsowzRy13KCQ,Aleppo battle: Evacuation agreement 'back on',2016-12-15 16:07:31,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:07:35,Wichita,23052,39.76,-98.5,NO2hl+DC5hGbCBQO+RcZ4Q,Cybersecurity Firm Confirms Russian Hackers Breached The DNC,2016-12-15 16:07:35,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:07:37,Wichita,23062,39.76,-98.5,iNDcmODC5hGsowzRy13KCQ,Homeland Security Adviser Suggests U.S. May Respond To Russian Cyber Activity,2016-12-15 16:07:37,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:07:38,Ḩamāh,23070,35.0,38.0,Ot+nmeDC5hGA5BQO+RcZ4Q,What's Next For Syrian Rebels As Regime Forces Take Aleppo,2016-12-15 16:07:38,Geopolitical,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-15 16:07:40,Aleppo,23063,36.201240000000006,37.16117,eEPSmuDC5hGXdAzRy13KCQ,Cease-Fire Deal On Hold As Civilians Remain Trapped In Aleppo,2016-12-15 16:07:40,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:07:44,Wichita,23071,39.76,-98.5,oHNFneDC5hGwABQO+RcZ4Q,U.S.: ISIS may have air defences in Palmyra,2016-12-15 16:07:44,Geopolitical,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 16:07:46,Aleppo,23066,36.201240000000006,37.16117,4L0KnuDC5hG4cwzRy13KCQ,"Syrian government forces make new advance in Aleppo, Syrian Observatory",2016-12-15 16:07:46,Geopolitical,low,"(36.201240000000006, 37.161169999999998)",1.0,Aleppo,1.0
2016-12-15 16:07:48,Winnipeg,23067,49.90011,-88.20000999999999,Wnp4n+DC5hG4cwzRy13KCQ,Russell Island bushfire: Fire crews work to contain large fire,2016-12-15 16:07:48,Natural Disaster,moderate,"(49.900109999999998, -88.200009999999992)",4.0,Winnipeg,1.0
2016-12-15 16:07:49,Ḩamāh,23073,35.0,38.0,eH82oODC5hGB9BQO+RcZ4Q,"US to Launch Airstrikes Around Palmyra, Targeting ISIS Arms Caches",2016-12-15 16:07:49,Physical Threats,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 16:08:00,Ḩamāh,22849,35.0,38.0,7kCypuDC5hGgpykO+RcZ4Q,"Aleppo killings are humanitarian crisis, but not 'genocide'",2016-12-15 16:08:00,Geopolitical,extreme,"(35.0, 38.0)",25.0,Ḩamāh,1.0
2016-12-15 16:08:17,Ḩamāh,22856,35.0,38.0,CPnLsODC5hGSwykO+RcZ4Q,"Aleppo Evacuation Plan Reportedly Back On Track, Syria Summit Planned In Moscow",2016-12-15 16:08:17,Geopolitical,moderate,"(35.0, 38.0)",4.0,Ḩamāh,1.0
2016-12-15 16:08:21,Lexington-Fayette,23099,38.25424,-85.75941,vkDlsuDC5hGHFxTRy13KCQ,Basketball game canceled after Silver Creek High School receives bomb threat,2016-12-15 16:08:21,Physical Threats,moderate,"(38.254240000000003, -85.759410000000003)",4.0,Lexington-Fayette,1.0
2016-12-15 16:08:23,Aleppo,23100,36.201240000000006,37.16117,_htVtODC5hGa_RTRy13KCQ,The Latest: Syria rebels say Aleppo evacuation deal back on,2016-12-15 16:08:23,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25.0,Aleppo,1.0
2016-12-15 16:08:37,Winnipeg,23110,51.7574,-102.99894,7mbQvODC5hGSiikO+RcZ4Q,"Lockdown in place at Saskatchewan Penitentiary in Prince Albert, Sask.",2016-12-15 16:08:37,Other,moderate,"(51.757399999999997, -102.99894)",4.0,Winnipeg,1.0
2016-12-15 16:08:43,Aleppo,23112,36.201240000000006,37.16117,mOz8v+DC5hGISykO+RcZ4Q,Eiffel Tower to go dark in solidarity with people of Aleppo,2016-12-15 16:08:43,Infrastructure,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-15 16:08:45,Wichita,23113,39.76,-98.5,okh3weDC5hGISykO+RcZ4Q,"Infamous US volcano is still active and could erupt again soon, say scientists",2016-12-15 16:08:45,Other,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-15 16:08:56,Wichita,23127,39.76,-98.5,PDjnx+DC5hGk5hTRy13KCQ,"Donald Trump will be BLAMED if the US is hit by terror attack, former CIA chief claims",2016-12-15 16:08:56,Physical Threats,medium,"(39.759999999999998, -98.5)",9.0,Wichita,1.0
2016-12-15 17:04:11,Wichita,23307,39.76,-98.5,7AsSgOjC5hGIeygO+RcZ4Q,US citizen surrenders to face cyberattack charges in NYC,2016-12-15 17:04:11,Physical Threats,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 17:04:15,Wichita,22901,39.76,-98.5,+ro+gujC5hGHAhLRy13KCQ,More than billion Yahoo users targeted in hack,2016-12-15 17:04:15,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 17:04:17,Bengaluru,22902,12.97194,77.59369000000001,vmGqg+jC5hGqkBLRy13KCQ,Yahoo says 1 billion accounts exposed in newly discovered security breach,2016-12-15 17:04:17,Other,moderate,"(12.97194, 77.593690000000009)",4.0,Bengaluru,1.0
2016-12-15 17:04:23,Wichita,23311,39.76,-98.5,sElFh+jC5hG9iygO+RcZ4Q,US citizen surrenders to face cyberattack charges in NYC,2016-12-15 17:04:23,Physical Threats,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 17:04:33,Kuching,22909,2.5,112.5,PqbIjOjC5hGmQxLRy13KCQ,Shell starts oil production from Malikai platform,2016-12-15 17:04:33,Geopolitical,moderate,"(2.5, 112.5)",4.0,Kuching,1.0
2016-12-15 17:04:36,Kuching,22929,2.5,112.5,TKnxjujC5hG9iygO+RcZ4Q,Pos Malaysia unjur hasil 10-15% usaha sama dengan Etiqa Takaful,2016-12-15 17:04:36,Infrastructure,moderate,"(2.5, 112.5)",4.0,Kuching,1.0
2016-12-15 17:04:40,Wichita,22926,39.76,-98.5,omZekejC5hGTGRLRy13KCQ,Man held at JFK airport over largest US financial cyber-hacking,2016-12-15 17:04:40,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 17:04:44,Wichita,22939,39.76,-98.5,lPOgk+jC5hGTMCgO+RcZ4Q,"Without organising (people), no movement will be relevant: US activist Angela Davis",2016-12-15 17:04:44,Other,moderate,"(39.759999999999998, -98.5)",4.0,Wichita,1.0
2016-12-15 17:04:45,Tianshui,22938,35.0,105.0,0KJflOjC5hGNOBLRy13KCQ,Sammydress Photography Team Collaborated with Rosegal and Zaful for 3D Demonstration of Products,2016-12-15 17:04:45,Other,moderate,"(35.0, 105.0)",4.0,Tianshui,1.0
2016-12-15 17:04:48,Fresno,23304,37.25022,-119.75126000000002,oBcelujC5hGTdCgO+RcZ4Q,Yahoo says hackers stole information from over 1 billion accounts,2016-12-15 17:04:48,Other,moderate,"(37.250219999999999, -119.75126000000002)",4.0,Fresno,1.0
2016-12-15 17:04:57,The Bronx,23352,41.16704,-73.20483,8gJjm+jC5hGPChTRy13KCQ,Bridgeport High School Weapons Threat Results in Arrest,2016-12-15 17:04:57,Physical Threats,moderate,"(41.16704, -73.204830000000001)",4.0,The Bronx,1.0
2016-12-15 17:05:01,Kuching,23338,2.5,112.5,an_GnejC5hGjNygO+RcZ4Q,Shell mulakan pengeluaran minyak dari platform laut dalam Malikai,2016-12-15 17:05:01,Physical Threats,moderate,"(2.5, 112.5)",4.0,Kuching,1.0
